"INDEX","CALLDAY","CALLTIME","CUSTPAPERTYPE","CUSTSEX","AGE","IMPORTANCEGRADE","R","F","M","Duration","MAXAMOUNT","SDAMOUNT","BUSINESSTYPE","AGENCYTYPE","AGENCYNUM","FUNDNUM","MONEYFUND","BONDFUND","STOCKFUND","hs300index","growthrate5","growthrate22","全部总投入","全部收益","收益比"
0,"星期二","上午","00","1",58,"05",328,36,114672.739444444,5283,403225,2.18880396859928,"非定投","非直销",2,3,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,780717.48,2568821.91,3.29033482124673
0,"星期四","上午","00","1",38,"01",338,21,5070.80285714286,5053,22332.58,0.574723614130676,"非定投","直销",2,3,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,37501.03,31796.17,0.847874578378247
0,"星期一","上午","00","0",41,"01",82,39,32259.9969230769,4991,284499.14,0.256262299884535,"非定投","非直销",2,2,"有","无","无",3230.0957,0.0025453655407991,0.0514952763869478,614000,30139.88,0.0490877524429967
0,"星期四","上午","00","0",44,"01",338,5,31036.118,5007,49387.11,0.69543178386052,"非定投","非直销",1,2,"无","有","有",3167.0997,0.0335775169014955,-0.0144513540629355,60000,35773.48,0.596224666666667
0,"星期三","下午","00","1",40,"01",190,225,214581.449466667,4983,5087541.91,0.168701248235459,"非定投","直销",3,9,"有","有","无",3082.8086,-0.039462322245097,-0.0323057307694216,23566057.56,76556.22,0.00324857986131474
0,"星期二","下午","00","0",46,"01",29,25,24093.9912,4968,89860.44,0.307674029410437,"非定投","直销",2,2,"无","无","无",3179.1605,-0.0182633934583452,-0.000845482787737339,296000,17763.16,0.0600106756756757
0,"星期四","下午","00","0",48,"02",274,42,21506.7202380952,4996,1e+05,0.796763114194711,"非定投","非直销",1,3,"无","有","有",3064.2111,0.000558661188005812,-0.030936425048808,334923.8,236199.23,0.705232742492471
0,"星期五","上午","00","1",45,"02",297,33,10873.3990909091,4966,60000,1.14682920980135,"定投","非直销",2,3,"无","无","有",3062.4993,-0.00510652542089041,-0.0366955993571259,110165.11,138787.51,1.25981365606588
0,"星期五","上午","00","0",64,"01",282,20,10256.2445,4979,20000,1.02660540649296,"非定投","非直销",2,5,"有","无","有",3062.4993,-0.00510652542089041,-0.0366955993571259,100006.4,30873.5,0.308715242224498
0,"星期五","上午","00","0",69,"01",295,38,4134.45394736842,4976,50000,0.804401752269355,"非定投","非直销",1,1,"无","无","无",3062.4993,-0.00510652542089041,-0.0366955993571259,50000,57109.25,1.142185
0,"星期二","下午","00","1",39,"01",29,208,29164.1155769231,4941,665354.94,0.176027952315262,"非定投","直销",5,8,"有","无","有",3179.1605,-0.0182633934583452,-0.000845482787737339,2973422.24,25961.46,0.00873117166164735
0,"星期二","上午","00","1",40,"01",27,202,8892.70232673267,4940,95735.88,0.320141327275419,"定投","直销",4,11,"有","有","有",3179.1605,-0.0182633934583452,-0.000845482787737339,885451.39,31711.96,0.0358144561724614
0,"星期五","下午","00","1",41,"01",24,298,10052.8934563758,4963,290398.63,0.0991061065428744,"定投","非直销",1,8,"有","有","有",3078.2183,0.00106772985224952,-0.0494347208842015,1205969.22,3043.58,0.00252376258823588
0,"星期一","上午","00","0",57,"01",28,8,55604.99,4963,197066.27,0.454769152991018,"非定投","非直销",2,3,"无","有","有",3087.2225,-0.00261234057929936,-0.0294885638170121,225009.9,-2798.44,-0.0124369638847002
0,"星期五","下午","00","1",52,"01",10,375,17374.8680533333,4932,638525.39,0.17339320988489,"定投","直销",3,8,"有","有","有",3174.9012,-0.0297365510654238,-0.0157756999889299,3236392.16,46563.95,0.0143876105545874
1,"星期一","下午","00","0",43,"01",160,157,53201.8615923567,4949,515661.82,0.246627012467269,"定投","直销",4,11,"有","有","有",3065.6154,-0.0288682478670831,-0.0589134532582317,4126652.26,105839.79,0.0256478577140881
0,"星期三","下午","00","1",40,"01",205,59,2738.70983050847,4948,32103.35,0.444892361250761,"非定投","非直销",1,6,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,72000,21026.33,0.292032361111111
0,"星期五","上午","00","1",61,"01",8,65,27377.1046153846,4812,465548.26,0.240663910204768,"非定投","直销",4,7,"有","有","有",3174.9012,-0.0297365510654238,-0.0157756999889299,815511.2,40929.81,0.0501891451644073
0,"星期三","上午","00","0",52,"01",331,7,20239.9,4681,29023.95,0.581835248804659,"非定投","非直销",1,3,"无","无","有",3160.547,0.0331198490441651,0.00120437345416326,59422.85,23621.91,0.397522333580432
0,"星期一","下午","00","0",60,"01",326,48,5362.87875,4679,41771.88,0.454284935938346,"非定投","非直销",2,4,"有","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,120002.7,38908.98,0.324234204730394
0,"星期四","下午","00","1",60,"01",205,282,65933.2720212766,4654,1413001.24,0.2358857618775,"定投","直销",5,15,"有","有","有",3090.1372,-0.0385145566322296,-0.0433295211655802,9276292.39,41382.61,0.00446111530988514
0,"星期一","下午","00","0",44,"01",19,179,3607.40810055866,4661,250914.74,0.166907006645533,"定投","直销",2,4,"无","无","有",3087.2225,-0.00261234057929936,-0.0294885638170121,325546.41,146957.22,0.45141711131141
0,"星期五","上午","00","0",50,"01",284,16,8467.906875,4664,28283.61,0.452874936971137,"非定投","非直销",1,3,"无","无","有",3062.4993,-0.00510652542089041,-0.0366955993571259,66000,15219.85,0.230603787878788
0,"星期四","上午","00","1",47,"01",50,423,5467.27635933806,4629,76526.69,0.940638936882463,"非定投","直销",7,24,"有","有","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,1016984.69,148570.87,0.146089583708482
0,"星期三","下午","00","0",46,"01",334,120,1048.51408333333,4661,20000,0.396899915142667,"定投","非直销",1,3,"无","无","有",3160.547,0.0331198490441651,0.00120437345416326,57302.02,18053.1,0.315051720689777
0,"星期五","下午","00","1",43,"01",72,110,71426.9409090909,4603,553469.86,0.259180468133077,"定投","非直销",2,6,"有","有","有",3185.7258,-0.0100563132535938,0.025116255003302,3907791.99,88671.68,0.02269099282329
0,"星期四","下午","00","1",43,"01",6,25,27858.6144,4614,137252.98,0.260007620538907,"非定投","直销",2,5,"有","无","有",3160.6033,-0.0351754291680577,-0.0273382418346167,78007.32,53955.17,0.691668038332813
0,"星期二","下午","00","0",48,"01",32,141,10176.8795035461,4424,71252.83,0.390913472098448,"非定投","直销",3,7,"有","无","有",3179.1605,-0.0182633934583452,-0.000845482787737339,703040.38,34973.81,0.0497465166936784
0,"星期五","下午","00","1",47,"01",343,7,65571.3071428571,4462,150000,0.443175173294798,"非定投","非直销",1,3,"有","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,209853.18,46077.7,0.219571130635237
0,"星期五","上午","00","1",43,"01",2488,6,31866.1783333333,4433,26732.5,1.81403716850735,"非定投","非直销",1,2,"有","无","有",3130.3544,-0.00956359003498368,-0.0410880635474045,219620.48,32991.18,0.150219050609488
0,"星期五","下午","00","0",42,"01",24,19,88067.3363157895,4447,467000,0.262392033008693,"非定投","非直销",2,1,"有","无","无",3078.2183,0.00106772985224952,-0.0494347208842015,819130.93,35140.83,0.0429001380768274
0,"星期四","上午","00","1",65,"01",239,14,14059.2114285714,4452,63919.46,0.346818754178594,"非定投","非直销",1,3,"有","有","无",3064.2111,0.000558661188005812,-0.030936425048808,94019.41,34287.17,0.364681824742359
0,"星期四","上午","00","1",43,"01",43,68,13956.8335294118,4402,146611.52,0.225364716562038,"定投","非直销",2,3,"有","无","有",3209.2902,-0.00217179791792073,0.0336411892697713,472906.01,3576.3,0.00756239067462898
0,"星期二","下午","00","1",54,"02",328,8,65995.6225,4456,155077.6,0.361494572455868,"非定投","非直销",2,3,"有","无","有",3169.5598,0.0346016896184289,0.00284090181017042,261130.5,114934.6,0.440142380916821
0,"星期二","下午","00","1",52,"02",175,72,4041.14291666667,4446,103182.65,0.519217746422734,"非定投","非直销",1,3,"有","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,160003.38,62940.47,0.393369627566618
1,"星期三","上午","00","0",49,"03",14,150,46101.2882,4439,968393.67,0.232573613764805,"非定投","非直销",5,8,"有","有","有",3068.0358,-0.00479199389803173,-0.0623950764947419,3457122.6,58960.51,0.0170547929078361
0,"星期四","下午","00","1",51,"03",51,117,565284.370683761,4398,5638304.02,0.192370579056111,"非定投","非直销",3,5,"有","无","有",3209.2902,-0.00217179791792073,0.0336411892697713,32786241.57,714292.02,0.0217863343218208
0,"星期四","上午","00","1",86,"03",247,69,35854.7617391304,4446,436006.79,0.460941696778107,"非定投","非直销",2,8,"有","有","有",3064.2111,0.000558661188005812,-0.030936425048808,1003038.74,473103.97,0.471670685421383
0,"星期一","下午","00","1",53,"01",24,86,69489.6045348837,4415,1163138.89,0.211877797870208,"非定投","直销",3,6,"有","有","有",3162.0331,-0.0205733203929771,-0.0228854095760677,2974779.22,-41538.66,-0.013963611054134
0,"星期五","上午","00","0",34,"01",340,121,3321.9447107438,4453,69633.53,0.364662318869124,"定投","直销",2,9,"有","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,191505.59,36753.6,0.191919201940789
0,"星期五","上午","00","0",50,"01",137,62,5717.44629032258,4425,48910.65,0.404963449136915,"定投","直销",4,9,"有","有","有",3130.3544,-0.00956359003498368,-0.0410880635474045,168767.91,30962.42,0.183461536023051
0,"星期二","上午","00","1",50,"01",95,34,171338.053235294,4397,681345.81,0.293621093630924,"非定投","非直销",2,6,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,2299020.02,29606.41,0.0128778391412181
0,"星期二","下午","00","0",62,"01",287,278,1022.8676618705,4452,25069.98,0.419558040623241,"定投","直销",6,19,"有","有","有",3177.0536,0.00236430308082535,0.0149181830657896,139423.34,10212.2,0.0732459859303328
0,"星期一","下午","00","1",62,"02",19,14,33596.0578571429,4435,99100,0.743004872723998,"非定投","非直销",1,3,"有","无","有",3087.2225,-0.00261234057929936,-0.0294885638170121,220164.25,81964.3,0.372287053870008
0,"星期五","下午","00","1",41,"01",71,29,145258.920689655,4389,1249575.38,0.278463698770605,"非定投","非直销",4,4,"有","有","有",3185.7258,-0.0100563132535938,0.025116255003302,2113957.27,-13213.64,-0.00625066560593252
0,"星期三","下午","00","1",41,"01",559,12,56555.1275,4443,294146.51,0.281643148468283,"非定投","非直销",1,3,"有","无","有",3160.547,0.0331198490441651,0.00120437345416326,334564.8,9546.73,0.0285347711414949
0,"星期二","下午","00","0",53,"02",169,90,6732.90488888889,4421,126451.6,0.507293854832348,"非定投","非直销",2,6,"有","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,231100,145956.08,0.631571094764171
0,"星期一","下午","00","0",48,"01",10,154,1555.75344155844,4392,41116,0.73592362603779,"定投","非直销",1,3,"无","无","有",3087.2225,-0.00261234057929936,-0.0294885638170121,73400.28,98943.63,1.34800071607356
0,"星期四","下午","00","0",89,"02",49,36,594302.631666667,4314,1211974.57,0.439848003642786,"非定投","非直销",2,2,"有","无","有",3209.2902,-0.00217179791792073,0.0336411892697713,10779516,235862.74,0.0218806428785856
0,"星期三","上午","00","0",43,"01",100,105,82259.2814285714,4314,860116.05,0.346777611626661,"非定投","直销",2,2,"有","无","无",3209.4614,0.00953110105639529,-0.00268062907790674,4230014.32,20856.97,0.00493070907618109
0,"星期二","上午","00","1",47,"02",328,40,17126.66375,4331,120954.49,0.703252629354428,"非定投","非直销",2,8,"有","有","有",3169.5598,0.0346016896184289,0.00284090181017042,252109.33,198193.35,0.786140481195202
0,"星期四","下午","00","1",50,"01",30,11,55712.5645454545,4304,299905.63,0.345786708116083,"非定投","直销",2,4,"无","有","有",3062.5002,-0.00894361583686322,-0.0514032246588932,305000.9,2887.31,0.00946656222981637
0,"星期二","上午","00","1",53,"01",92,16,15653.515,4269,67410.48,0.256426462520962,"定投","非直销",2,5,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,122302.7,-2983.26,-0.0243924296029442
0,"星期三","上午","00","1",45,"03",99,85,56193.8735294118,4290,640000,0.345445903859222,"非定投","直销",2,5,"无","有","有",3209.4614,0.00953110105639529,-0.00268062907790674,2157656.07,466637.24,0.216270445734199
0,"星期五","下午","00","0",50,"01",10,19,44445.87,4237,127470.56,0.325908622213929,"非定投","直销",2,4,"有","有","有",3174.9012,-0.0297365510654238,-0.0157756999889299,370700,3566.86,0.00962195845697329
0,"星期四","上午","00","1",60,"01",45,61,57771.9098360656,4207,280750.82,0.32447210873613,"非定投","非直销",1,1,"有","无","无",3209.2902,-0.00217179791792073,0.0336411892697713,1745000,34086.5,0.0195338108882521
0,"星期四","下午","00","0",35,"01",48,74,33519.0048648649,4158,594659.58,0.289360937701281,"非定投","非直销",1,1,"有","无","无",3209.2902,-0.00217179791792073,0.0336411892697713,1183997.92,112410.52,0.0949414843566617
0,"星期二","下午","00","1",39,"01",173,61,40773.5095081967,4446,658514.09,0.233454853989075,"非定投","直销",3,6,"有","无","有",3069.1124,-0.0449433688340617,-0.0436787548848029,1125025.32,4166.23,0.00370323220814266
0,"星期二","下午","00","1",54,"01",33,179,14708.6630167598,4158,264934.63,0.156487829747788,"非定投","直销",4,3,"有","有","无",3179.1605,-0.0182633934583452,-0.000845482787737339,1304890,5270.7,0.00403919104292316
0,"星期三","下午","00","1",60,"01",334,25,16042.0072,3320,65492.4,0.421545083493363,"非定投","非直销",2,5,"有","无","有",3160.547,0.0331198490441651,0.00120437345416326,185551.44,30646.12,0.165162393781476
0,"星期五","上午","00","0",49,"04",66,476,74311.4112394958,4104,1523570.45,0.494592441312559,"非定投","直销",4,16,"有","有","有",3156.7451,-0.00571863464601661,0.00680462885585169,17026654.76,1512960.4,0.0888583471812874
0,"星期四","上午","00","0",50,"01",127,15,13089.8713333333,4110,60000,0.356198327004863,"非定投","直销",2,2,"有","无","无",3062.5002,-0.00894361583686322,-0.0514032246588932,97599,1150.08,0.0117837272922878
0,"星期二","下午","00","0",67,"01",98,5,109069.292,4071,146504.03,0.479085592015312,"非定投","非直销",2,2,"有","无","无",3218.4497,-0.0141020984070446,0.0681361010853209,270600,4146.46,0.0153232076866223
0,"星期四","上午","00","0",48,"03",258,44,46388.8834090909,4101,628089.06,0.524558603974898,"定投","非直销",3,4,"有","有","有",3064.2111,0.000558661188005812,-0.030936425048808,798090.95,451604.02,0.565855332653503
0,"星期二","上午","00","0",61,"01",133,51,51348.7354901961,1043,494052.83,0.272607214771046,"非定投","直销",2,4,"有","无","无",3086.0249,0.00551055086806202,-0.0579416753380004,1300898.14,16989.23,0.0130596158743067
0,"星期四","下午","00","1",39,"01",50,2,83006.585,52,83000,0.707218981142068,"非定投","非直销",1,1,"有","无","无",3209.2902,-0.00217179791792073,0.0336411892697713,83000,13.17,0.000158674698795181
0,"星期四","下午","00","0",46,"01",154,183,155090.081693989,4081,1317074.45,0.220737000052465,"定投","直销",5,9,"有","有","无",3062.5002,-0.00894361583686322,-0.0514032246588932,4362620.17,46248.73,0.010601136059938
0,"星期四","下午","00","0",63,"01",274,96,6279.70479166667,4084,140512.02,0.279488528909472,"定投","非直销",4,5,"有","无","有",3064.2111,0.000558661188005812,-0.030936425048808,275962.6,71257.28,0.258213540530492
0,"星期二","下午","00","0",56,"02",96,94,106181.968404255,3998,1611617.22,0.191984546899629,"非定投","直销",3,10,"有","有","有",3213.5397,0.0162890767968241,-0.000850549080795409,4968685.59,116484.59,0.0234437433985434
0,"星期一","下午","00","0",37,"01",25,82,23950.4152439024,2950,261369.1,0.258358467949119,"非定投","直销",1,3,"无","无","有",3095.3085,0.00968585296120314,-0.0509215246746081,981887.04,2004.75,0.00204173180654263
0,"星期一","上午","00","0",51,"01",82,44,249478.862045455,4029,1472302.56,0.298811102218186,"非定投","非直销",4,4,"有","有","有",3230.0957,0.0025453655407991,0.0514952763869478,5487500,6054.2,0.00110327107061503
0,"星期五","下午","00","1",39,"01",344,59,4274.8086440678,4070,84949.11,0.352666155768181,"定投","非直销",3,3,"有","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,115000,22515.76,0.195789217391304
0,"星期二","下午","00","0",31,"01",98,33,46018.3375757576,4025,250000,0.294923393781559,"非定投","非直销",2,3,"有","有","有",3218.4497,-0.0141020984070446,0.0681361010853209,755558.03,8456.29,0.0111921118752454
0,"星期四","上午","00","1",41,"01",43,121,85914.2575206612,4010,2361940.82,0.174394668933253,"非定投","非直销",2,3,"有","无","有",3209.2902,-0.00217179791792073,0.0336411892697713,4930236.27,39610.28,0.00803415451730471
0,"星期二","下午","00","0",43,"02",328,116,12114.3337068966,4058,175771.32,0.47267003248823,"定投","非直销",2,6,"有","无","有",3169.5598,0.0346016896184289,0.00284090181017042,631967.89,180809.03,0.286104773456132
0,"星期四","下午","00","0",44,"02",122,182,73270.6428021978,4031,903200.53,0.25568291192751,"非定投","直销",3,6,"有","有","有",3213.9199,0.0151628489401297,-0.00247522048205924,6640600,56612.77,0.00852524922446767
0,"星期二","下午","00","1",53,"01",98,15,242247.78,4002,844528.01,0.380362812582123,"非定投","非直销",1,1,"有","无","无",3218.4497,-0.0141020984070446,0.0681361010853209,1793000,47716.7,0.026612771890686
0,"星期二","下午","00","1",41,"01",328,214,2507.37257009346,4038,162286.26,0.383582373892297,"定投","非直销",1,5,"有","有","有",3169.5598,0.0346016896184289,0.00284090181017042,222000,74305.06,0.334707477477477
0,"星期二","上午","00","0",53,"02",328,18,30457.565,4026,133732.19,0.691883789452298,"非定投","非直销",2,3,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,186329.76,180279.6,0.967529824543326
1,"星期一","上午","00","1",62,"01",39,241,51467.5704979253,4003,937416.97,0.242343167204893,"非定投","直销",2,12,"有","有","有",3095.3085,0.00968585296120314,-0.0509215246746081,5210225.09,40608.61,0.00779402219645754
0,"星期一","下午","00","1",47,"02",326,879,9173.37928327645,2462,3594005.53,0.213097589396037,"定投","非直销",1,3,"有","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,3670000,773870.69,0.210863948228883
0,"星期四","上午","00","0",39,"01",20,67,27554.43,3992,3e+05,0.237704686054611,"非定投","直销",1,8,"有","无","有",3062.5002,-0.00894361583686322,-0.0514032246588932,903232.62,5367.33,0.00594235624483978
0,"星期四","下午","00","0",47,"01",9,404,9357.72457920792,3982,289229.06,0.196183607198494,"非定投","直销",2,3,"有","无","有",3090.1372,-0.0385145566322296,-0.0433295211655802,1832939.95,3188.86,0.0017397514850391
0,"星期一","下午","00","0",46,"01",89,20,33456.1535,3946,86633.34,0.347701506935914,"非定投","非直销",1,3,"有","无","有",3230.0957,0.0025453655407991,0.0514952763869478,345375.56,9024.45,0.0261293821716858
0,"星期三","上午","00","1",46,"01",100,31,10969.4135483871,3953,99967.48,0.282431767181785,"非定投","直销",3,3,"有","有","无",3209.4614,0.00953110105639529,-0.00268062907790674,166976.15,101.92,0.000610386573172276
0,"星期三","上午","00","0",69,"03",184,65,82311.6215384615,3940,590357.17,0.452617379362657,"非定投","直销",2,7,"有","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,2302429.443065,893047.089759,0.387871642472645
0,"星期五","上午","00","0",53,"03",340,28,60254.2807142857,3055,547471.82,0.457457271701627,"定投","直销",2,4,"无","有","有",3189.3255,0.0414126462004416,-0.00627391873290647,680080,369305.36,0.543032231502176
0,"星期四","下午","00","0",56,"01",275,4,77241.3925,3912,110000,0.543053340557442,"非定投","非直销",1,1,"有","无","无",3064.2111,0.000558661188005812,-0.030936425048808,140000,28965.57,0.206896928571429
0,"星期五","下午","00","1",41,"01",10,13,94789.71,3692,299927.62,0.318537621045918,"非定投","直销",2,2,"有","无","无",3174.9012,-0.0297365510654238,-0.0157756999889299,612315.27,7635.69,0.0124701936634701
0,"星期四","下午","00","0",37,"01",51,153,129011.897908497,3780,2147749.21,0.197750599981772,"定投","非直销",3,6,"有","有","有",3209.2902,-0.00217179791792073,0.0336411892697713,9839279,95374.94,0.00969328545313127
0,"星期三","下午","00","1",44,"01",112,575,38668.3327304348,3801,618691.81,0.221636956331547,"非定投","直销",9,7,"有","有","无",3209.4614,0.00953110105639529,-0.00268062907790674,8883737.26,23782.83,0.002677119921937
0,"星期三","上午","00","1",66,"01",99,120,177013.419333333,3801,4016021.06,0.290496062525474,"非定投","直销",4,4,"有","无","无",3209.4614,0.00953110105639529,-0.00268062907790674,10398797,44016.33,0.00423282904743693
0,"星期五","上午","00","0",47,"01",52,132,15190.4770454545,3811,156164.62,0.257864751064075,"定投","非直销",1,12,"有","无","有",3185.7258,-0.0100563132535938,0.025116255003302,984501.87,72949.42,0.0740977972951946
0,"星期一","上午","00","1",92,"01",1483,28,16168.0275,3742,107173.36,0.516484200352965,"非定投","非直销",1,2,"有","有","无",3230.0957,0.0025453655407991,0.0514952763869478,201352.92,50375.69,0.250186041503644
0,"星期五","下午","00","0",54,"01",73,25,10453.6608,3735,30500,0.347478939026308,"非定投","非直销",2,2,"有","无","有",3185.7258,-0.0100563132535938,0.025116255003302,127506.08,6613.76,0.05187015395658
0,"星期五","下午","00","1",37,"01",71,51,221571.168039216,2719,1472763.24,0.262030100681521,"非定投","非直销",3,1,"有","无","无",3185.7258,-0.0100563132535938,0.025116255003302,5646900,6329.57,0.0011208928792789
0,"星期三","上午","00","0",34,"01",36,74,15503.9235135135,3753,201442.56,0.196759503525866,"定投","直销",2,7,"有","无","有",3068.0358,-0.00479199389803173,-0.0623950764947419,573200.7,3093.16,0.00539629487542496
1,"星期五","上午","00","1",80,"01",9,11,9370.35818181818,3755,30000,0.373178251816723,"非定投","直销",2,3,"有","无","无",3078.2183,0.00106772985224952,-0.0494347208842015,51000,1074.09,0.0210605882352941
0,"星期一","下午","00","0",36,"01",11,284,8810.83647887324,3741,58384.41,0.655127597024727,"定投","直销",2,15,"有","有","有",3095.3085,0.00968585296120314,-0.0509215246746081,1271428.62,35932.28,0.0282613427405779
0,"星期四","上午","00","0",34,"01",337,12,11799.7566666667,3747,30000,0.443490443456044,"非定投","非直销",2,2,"有","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,63000,15929.32,0.252846349206349
1,"星期二","下午","00","0",46,"01",19,352,10337.7788352273,3749,257638.49,0.189234937732724,"定投","直销",2,3,"有","无","有",3177.0536,0.00236430308082535,0.0149181830657896,1814646.3,9861.85,0.00543458524121202
0,"星期四","下午","00","0",40,"01",128,19,51859.5,3702,297773.5,0.259348806041921,"非定投","直销",2,4,"有","有","有",3213.9199,0.0151628489401297,-0.00247522048205924,31000,1519.36,0.0490116129032258
0,"星期一","下午","00","0",52,"02",24,41,89934.4280487805,3717,1439981.72,0.263256208167966,"非定投","非直销",3,8,"有","有","有",3087.2225,-0.00261234057929936,-0.0294885638170121,1644146.56,451417.81,0.274560565938842
1,"星期二","下午","00","0",43,"01",56,362,7595.25988950276,3732,229068.83,0.122623799174299,"非定投","直销",4,4,"有","有","有",3177.0536,0.00236430308082535,0.0149181830657896,1354627.12,61846.33,0.0456556118557555
0,"星期二","下午","00","0",44,"03",168,19,93051.8515789474,3472,290235.3,0.883349111516591,"非定投","非直销",3,4,"有","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,654004.13,465952.59,0.71246123476315
0,"星期二","上午","00","0",39,"01",27,181,32224.4663535912,3680,461856.79,0.301752406970758,"非定投","直销",1,17,"有","有","有",3179.1605,-0.0182633934583452,-0.000845482787737339,2867757.43,109053.2,0.0380273445930885
0,"星期一","下午","00","0",48,"01",159,51,124135.378235294,4354,837537.41,0.303612114712172,"非定投","直销",2,5,"有","有","有",3065.6154,-0.0288682478670831,-0.0589134532582317,3106252,17117.89,0.00551078598903115
